name,coefficient,abs_value
greenland_greenland,-0.0,0.0
greenfield,-0.0,0.0
green_lane,0.0,0.0
green_king,-0.0,0.0
green_acr,-0.0,0.0
greek,0.0,0.0
greec_uk,0.0,0.0
greec_portug,0.0,0.0
greec_itali,-0.0,0.0
zurich,0.0,0.0
