TextRank Score,Text,Entities,Entities Count
0.0005693307449285833,Ivanka Trump contradicts father Donald by saying whistleblower identity not particularly relevant. President's daughter also compares father to Abraham Lincoln,TRUMP,1599
0.0005517350758823085,"Good bloodlines! Trump praises Henry Ford, motor pioneer whose antisemitism was admired by Hitler. President had already praised auto-maker in 1 after embracing 'King of Israel' title",US,1154
0.0005375824925026383,Democrat congresswoman says notorious LA gangs have more integrity than Donald Trump. Maxine Waters compares president to the Crips and Bloods,DONALD TRUMP,648
0.000523730626348378,"Coronavirus: Kudlow claims White House is guided by the facts as Trump gambles on unproven drug. 'I'd bet on President Trump's intuition on this one,' says a White House trade adviser in shot at other",IRAN,352
